wiki_db	user_type	edit_bucket	bot	reverted_bot_reverts	bot_reverts_by_base_editor	year	month	day
ruwiki	anonymous	n/a	Рейму Хакурей	7	1	2020	9	30
enwiki	anonymous	n/a	ClueBot NG	28	10	2021	8	18
enwiki	anonymous	n/a	ClueBot NG	14	10	2023	3	15
enwiki	registered	0-99	ClueBot NG	3	1	2022	12	17
enwiki	anonymous	n/a	ClueBot NG	4	3	2022	4	18
eswiki	registered	0-99	SeroBOT	8	6	2021	4	25
ruwiki	registered	0-99	Рейму Хакурей	1	0	2021	10	25
frwiki	registered	0-99	Salebot	1	1	2022	5	31
eswiki	registered	0-99	SeroBOT	6	5	2022	1	25
bgwiki	anonymous	n/a	PSS 9	2	1	2023	5	26
enwiki	registered	0-99	ClueBot NG	12	4	2022	1	21
ruwiki	registered	100-499	Рейму Хакурей	1	1	2021	10	6
eswiki	registered	0-99	SeroBOT	4	2	2022	7	7
frwiki	registered	0-99	Salebot	1	0	2022	4	14
simplewiki	registered	0-99	ChenzwBot	1	1	2021	8	1
eswiki	anonymous	n/a	SeroBOT	1	0	2021	12	2
eswiki	registered	0-99	SeroBOT	1	1	2020	12	23
frwiki	anonymous	n/a	Salebot	3	1	2021	4	27
simplewiki	anonymous	n/a	ChenzwBot	1	1	2022	3	28
ruwiki	anonymous	n/a	Рейму Хакурей	19	6	2022	4	5
eswiki	anonymous	n/a	SeroBOT	87	49	2020	12	2
enwiki	anonymous	n/a	ClueBot NG	30	4	2022	2	7
eswiki	registered	0-99	SeroBOT	8	5	2021	9	9
ruwiki	anonymous	n/a	Рейму Хакурей	17	11	2022	11	15
ruwiki	anonymous	n/a	Рейму Хакурей	3	2	2020	9	1
ruwiki	anonymous	n/a	Рейму Хакурей	8	1	2020	8	13
eswiki	registered	0-99	SeroBOT	11	9	2021	2	7
enwiki	anonymous	n/a	ClueBot NG	9	3	2023	4	13
simplewiki	anonymous	n/a	ChenzwBot	5	3	2020	11	30
ruwiki	registered	0-99	Рейму Хакурей	1	0	2022	4	11
ruwiki	anonymous	n/a	Рейму Хакурей	10	3	2023	2	22
ruwiki	anonymous	n/a	Рейму Хакурей	10	3	2022	8	22
frwiki	registered	0-99	Salebot	1	0	2023	5	30
simplewiki	anonymous	n/a	ChenzwBot	2	2	2020	9	1
simplewiki	anonymous	n/a	ChenzwBot	1	1	2022	7	18
eswiki	registered	100-499	SeroBOT	1	1	2023	6	1
simplewiki	anonymous	n/a	ChenzwBot	1	0	2023	5	17
simplewiki	anonymous	n/a	ChenzwBot	1	1	2022	10	6
rowiki	anonymous	n/a	PatrocleBot	1	0	2022	5	11
simplewiki	anonymous	n/a	ChenzwBot	1	1	2023	3	22
simplewiki	registered	0-99	ChenzwBot	1	1	2022	11	1
frwiki	registered	0-99	Salebot	3	2	2021	7	17
simplewiki	anonymous	n/a	ChenzwBot	1	0	2022	12	25
rowiki	anonymous	n/a	PatrocleBot	1	0	2023	1	26
rowiki	anonymous	n/a	PatrocleBot	1	1	2022	8	26
eswiki	registered	0-99	SeroBOT	6	4	2023	2	7
eswiki	anonymous	n/a	SeroBOT	71	38	2021	11	18
eswiki	anonymous	n/a	SeroBOT	64	31	2021	1	31
ruwiki	anonymous	n/a	Рейму Хакурей	11	3	2021	4	20
eswiki	registered	100-499	SeroBOT	12	12	2021	11	14
enwiki	registered	0-99	ClueBot NG	21	14	2020	7	27
eswiki	registered	100-499	SeroBOT	1	1	2022	10	28
enwiki	registered	0-99	ClueBot NG	15	12	2021	7	9
ruwiki	anonymous	n/a	Рейму Хакурей	14	3	2022	5	20
ruwiki	anonymous	n/a	Рейму Хакурей	7	5	2020	9	9
fawiki	anonymous	n/a	Dexbot	35	13	2022	12	29
eswiki	anonymous	n/a	SeroBOT	50	22	2022	4	8
enwiki	anonymous	n/a	ClueBot NG	36	14	2020	7	15
frwiki	anonymous	n/a	Salebot	5	5	2021	7	16
enwiki	registered	0-99	ClueBot NG	5	3	2022	5	27
enwiki	anonymous	n/a	ClueBot NG	9	3	2022	10	1
ruwiki	anonymous	n/a	Рейму Хакурей	11	2	2022	10	13
simplewiki	anonymous	n/a	ChenzwBot	2	1	2021	6	28
bgwiki	registered	0-99	PSS 9	2	2	2020	9	22
simplewiki	anonymous	n/a	ChenzwBot	2	1	2022	9	30
ruwiki	anonymous	n/a	Рейму Хакурей	9	2	2023	6	7
eswiki	registered	0-99	SeroBOT	2	1	2021	10	24
simplewiki	anonymous	n/a	ChenzwBot	2	1	2020	10	15
eswiki	registered	500+	SeroBOT	2	1	2020	11	29
ruwiki	registered	0-99	Рейму Хакурей	1	0	2021	4	20
frwiki	anonymous	n/a	Salebot	2	0	2022	5	27
frwiki	anonymous	n/a	Salebot	2	0	2021	1	17
enwiki	registered	0-99	ClueBot NG	3	1	2022	8	8
simplewiki	registered	0-99	ChenzwBot	1	0	2022	11	6
frwiki	anonymous	n/a	Salebot	1	1	2022	9	14
eswiki	anonymous	n/a	SeroBOT	105	61	2021	3	16
eswiki	anonymous	n/a	SeroBOT	185	116	2020	12	15
eswiki	anonymous	n/a	SeroBOT	97	56	2020	7	7
fawiki	anonymous	n/a	Dexbot	21	6	2023	5	9
eswiki	anonymous	n/a	SeroBOT	73	43	2021	7	12
eswiki	registered	100-499	SeroBOT	2	2	2020	8	29
eswiki	anonymous	n/a	SeroBOT	58	36	2023	3	2
eswiki	registered	0-99	SeroBOT	5	2	2020	9	15
frwiki	registered	0-99	Salebot	1	1	2022	1	25
ruwiki	anonymous	n/a	Рейму Хакурей	6	3	2022	8	19
eswiki	anonymous	n/a	SeroBOT	43	25	2021	8	7
eswiki	registered	0-99	SeroBOT	3	2	2021	7	26
eswiki	anonymous	n/a	SeroBOT	50	32	2021	1	2
simplewiki	anonymous	n/a	ChenzwBot	1	0	2023	3	25
frwiki	registered	0-99	Salebot	1	1	2022	7	19
ruwiki	anonymous	n/a	Рейму Хакурей	9	3	2022	5	7
enwiki	registered	0-99	ClueBot NG	11	4	2021	12	9
eswiki	registered	0-99	SeroBOT	9	9	2022	11	2
ruwiki	anonymous	n/a	Рейму Хакурей	15	5	2020	7	14
rowiki	anonymous	n/a	PatrocleBot	4	3	2022	9	23
frwiki	registered	0-99	Salebot	3	1	2020	11	8
ruwiki	anonymous	n/a	Рейму Хакурей	6	0	2021	5	27
eswiki	registered	0-99	SeroBOT	4	0	2022	2	21
ruwiki	anonymous	n/a	Рейму Хакурей	12	8	2022	6	12
simplewiki	registered	0-99	ChenzwBot	1	1	2020	10	23
simplewiki	anonymous	n/a	ChenzwBot	3	1	2021	6	10
frwiki	anonymous	n/a	Salebot	3	1	2020	8	31
enwiki	anonymous	n/a	ClueBot NG	6	4	2023	5	9
ruwiki	registered	0-99	Рейму Хакурей	2	2	2022	9	14
rowiki	anonymous	n/a	PatrocleBot	1	0	2022	12	13
frwiki	anonymous	n/a	Salebot	2	1	2021	1	10
simplewiki	anonymous	n/a	ChenzwBot	1	0	2022	6	13
eswiki	anonymous	n/a	SeroBOT	79	42	2021	4	20
eswiki	anonymous	n/a	SeroBOT	79	45	2022	2	2
eswiki	anonymous	n/a	SeroBOT	107	66	2020	9	29
eswiki	registered	0-99	SeroBOT	17	11	2022	2	4
eswiki	registered	0-99	SeroBOT	14	12	2020	9	13
enwiki	registered	0-99	ClueBot NG	37	15	2021	2	5
frwiki	anonymous	n/a	Salebot	13	7	2020	8	29
eswiki	anonymous	n/a	SeroBOT	78	44	2021	8	26
enwiki	registered	0-99	ClueBot NG	21	7	2020	8	10
eswiki	anonymous	n/a	SeroBOT	62	41	2020	7	20
eswiki	registered	0-99	SeroBOT	13	9	2020	9	29
simplewiki	anonymous	n/a	ChenzwBot	1	1	2020	8	25
enwiki	anonymous	n/a	ClueBot NG	7	1	2023	1	22
enwiki	anonymous	n/a	ClueBot NG	31	13	2021	6	30
fawiki	anonymous	n/a	Dexbot	14	3	2022	9	2
ruwiki	anonymous	n/a	Рейму Хакурей	10	2	2022	10	15
ruwiki	anonymous	n/a	Рейму Хакурей	10	3	2021	9	29
eswiki	registered	100-499	SeroBOT	1	1	2022	1	24
simplewiki	registered	0-99	ChenzwBot	1	0	2022	7	11
ruwiki	anonymous	n/a	Рейму Хакурей	6	3	2021	9	16
simplewiki	anonymous	n/a	ChenzwBot	3	2	2021	3	13
simplewiki	anonymous	n/a	ChenzwBot	2	2	2021	4	25
rowiki	anonymous	n/a	PatrocleBot	1	0	2022	11	15
frwiki	registered	0-99	Salebot	1	0	2021	1	13
simplewiki	registered	0-99	ChenzwBot	1	1	2021	5	4
eswiki	anonymous	n/a	SeroBOT	106	55	2021	3	2
eswiki	registered	0-99	SeroBOT	3	3	2022	11	18
enwiki	registered	0-99	ClueBot NG	16	7	2020	8	29
eswiki	anonymous	n/a	SeroBOT	97	52	2020	10	22
eswiki	anonymous	n/a	SeroBOT	54	34	2021	5	15
enwiki	registered	0-99	ClueBot NG	14	5	2021	3	28
eswiki	registered	0-99	SeroBOT	3	2	2022	6	30
enwiki	anonymous	n/a	ClueBot NG	17	12	2023	2	3
eswiki	anonymous	n/a	SeroBOT	77	37	2021	4	12
fawiki	anonymous	n/a	Dexbot	45	21	2023	1	21
ruwiki	anonymous	n/a	Рейму Хакурей	11	2	2021	2	7
eswiki	anonymous	n/a	SeroBOT	64	39	2022	6	19
frwiki	registered	0-99	Salebot	1	1	2023	5	8
ruwiki	anonymous	n/a	Рейму Хакурей	4	4	2020	8	8
enwiki	anonymous	n/a	ClueBot NG	33	17	2021	6	24
enwiki	anonymous	n/a	ClueBot NG	26	10	2021	11	5
enwiki	anonymous	n/a	ClueBot NG	42	14	2021	6	9
enwiki	anonymous	n/a	ClueBot NG	17	6	2022	3	22
eswiki	registered	0-99	SeroBOT	9	4	2020	10	11
enwiki	registered	0-99	ClueBot NG	8	6	2021	12	26
ruwiki	anonymous	n/a	Рейму Хакурей	9	4	2022	1	9
eswiki	registered	0-99	SeroBOT	8	5	2021	11	16
enwiki	registered	0-99	ClueBot NG	3	2	2023	5	18
eswiki	registered	0-99	SeroBOT	15	8	2020	9	9
enwiki	registered	0-99	ClueBot NG	11	8	2021	7	31
simplewiki	anonymous	n/a	ChenzwBot	4	4	2022	9	24
fawiki	anonymous	n/a	Dexbot	33	7	2022	12	12
enwiki	registered	0-99	ClueBot NG	5	3	2022	9	1
frwiki	anonymous	n/a	Salebot	1	0	2022	3	20
simplewiki	anonymous	n/a	ChenzwBot	1	0	2023	2	5
rowiki	anonymous	n/a	PatrocleBot	1	0	2022	9	19
ruwiki	anonymous	n/a	Рейму Хакурей	6	3	2020	10	17
simplewiki	anonymous	n/a	ChenzwBot	1	0	2023	6	11
simplewiki	registered	0-99	ChenzwBot	4	4	2022	7	9
ruwiki	anonymous	n/a	Рейму Хакурей	1	0	2020	8	4
simplewiki	anonymous	n/a	ChenzwBot	4	1	2023	6	16
eswiki	registered	500+	SeroBOT	1	1	2020	9	2
eswiki	registered	500+	SeroBOT	1	0	2023	6	13
ruwiki	anonymous	n/a	Рейму Хакурей	4	0	2023	5	20
ruwiki	anonymous	n/a	Рейму Хакурей	13	6	2022	5	28
ruwiki	anonymous	n/a	Рейму Хакурей	5	1	2022	10	23
frwiki	anonymous	n/a	Salebot	1	1	2020	11	26
ruwiki	anonymous	n/a	Рейму Хакурей	3	0	2020	7	29
frwiki	registered	0-99	Salebot	1	1	2021	11	18
ruwiki	registered	0-99	Рейму Хакурей	3	0	2022	4	1
frwiki	registered	0-99	Salebot	1	1	2022	6	15
simplewiki	registered	0-99	ChenzwBot	1	0	2021	9	8
enwiki	registered	0-99	ClueBot NG	12	7	2020	9	20
simplewiki	anonymous	n/a	ChenzwBot	3	2	2022	11	25
eswiki	anonymous	n/a	SeroBOT	25	15	2023	4	22
ruwiki	anonymous	n/a	Рейму Хакурей	10	2	2022	9	14
enwiki	registered	0-99	ClueBot NG	11	6	2023	1	17
enwiki	anonymous	n/a	ClueBot NG	48	18	2020	11	22
enwiki	anonymous	n/a	ClueBot NG	37	15	2020	9	22
eswiki	anonymous	n/a	SeroBOT	46	29	2022	2	19
eswiki	anonymous	n/a	SeroBOT	83	57	2021	12	1
eswiki	registered	0-99	SeroBOT	10	6	2021	8	6
eswiki	registered	0-99	SeroBOT	7	3	2020	9	28
enwiki	anonymous	n/a	ClueBot NG	31	17	2020	12	29
ruwiki	anonymous	n/a	Рейму Хакурей	9	2	2022	11	3
eswiki	registered	0-99	SeroBOT	10	6	2020	8	10
eswiki	registered	0-99	SeroBOT	4	3	2022	11	7
eswiki	registered	100-499	SeroBOT	3	3	2021	4	5
frwiki	anonymous	n/a	Salebot	3	1	2021	1	24
frwiki	anonymous	n/a	Salebot	2	2	2021	10	23
enwiki	anonymous	n/a	ClueBot NG	5	0	2023	1	5
simplewiki	anonymous	n/a	ChenzwBot	1	0	2021	4	13
frwiki	anonymous	n/a	Salebot	2	1	2021	8	18
simplewiki	registered	0-99	ChenzwBot	1	0	2020	11	7
ruwiki	anonymous	n/a	Рейму Хакурей	7	1	2021	12	13
ruwiki	anonymous	n/a	Рейму Хакурей	3	1	2021	10	29
eswiki	registered	100-499	SeroBOT	1	0	2021	2	1
frwiki	registered	0-99	Salebot	4	4	2023	3	16
simplewiki	anonymous	n/a	ChenzwBot	2	1	2021	1	13
simplewiki	anonymous	n/a	ChenzwBot	5	5	2021	5	10
simplewiki	registered	0-99	ChenzwBot	1	1	2021	7	16
eswiki	registered	500+	SeroBOT	1	1	2021	2	21
frwiki	registered	0-99	Salebot	1	0	2021	9	13
eswiki	anonymous	n/a	SeroBOT	50	26	2022	4	9
enwiki	registered	0-99	ClueBot NG	9	5	2021	8	23
eswiki	anonymous	n/a	SeroBOT	106	62	2020	9	30
enwiki	anonymous	n/a	ClueBot NG	43	10	2021	4	12
enwiki	anonymous	n/a	ClueBot NG	42	22	2022	1	27
enwiki	registered	0-99	ClueBot NG	20	12	2021	1	18
eswiki	anonymous	n/a	SeroBOT	21	11	2021	12	25
enwiki	anonymous	n/a	ClueBot NG	15	8	2023	4	26
eswiki	registered	0-99	SeroBOT	9	6	2021	7	1
enwiki	registered	0-99	ClueBot NG	15	9	2020	11	1
ruwiki	anonymous	n/a	Рейму Хакурей	10	3	2021	3	19
frwiki	anonymous	n/a	Salebot	5	4	2021	6	5
ruwiki	anonymous	n/a	Рейму Хакурей	10	4	2022	5	29
enwiki	registered	0-99	ClueBot NG	20	9	2022	2	17
simplewiki	anonymous	n/a	ChenzwBot	1	0	2023	3	27
enwiki	anonymous	n/a	ClueBot NG	11	2	2022	9	20
eswiki	registered	0-99	SeroBOT	8	7	2021	9	13
enwiki	registered	0-99	ClueBot NG	6	2	2023	4	26
enwiki	registered	0-99	ClueBot NG	8	4	2022	11	24
ruwiki	registered	0-99	Рейму Хакурей	2	0	2022	7	29
simplewiki	registered	0-99	ChenzwBot	2	2	2022	9	13
frwiki	anonymous	n/a	Salebot	2	1	2020	11	11
frwiki	registered	0-99	Salebot	1	1	2021	1	19
eswiki	registered	0-99	SeroBOT	6	2	2022	6	16
simplewiki	anonymous	n/a	ChenzwBot	2	1	2022	3	27
eswiki	registered	100-499	SeroBOT	1	1	2021	7	4
eswiki	registered	500+	SeroBOT	1	1	2020	10	3
eswiki	anonymous	n/a	SeroBOT	62	32	2020	11	14
eswiki	anonymous	n/a	SeroBOT	99	54	2020	8	16
enwiki	anonymous	n/a	ClueBot NG	25	9	2021	8	19
eswiki	anonymous	n/a	SeroBOT	53	27	2020	8	22
eswiki	anonymous	n/a	SeroBOT	60	34	2020	7	24
eswiki	registered	0-99	SeroBOT	7	2	2020	9	12
frwiki	anonymous	n/a	Salebot	13	13	2023	3	20
enwiki	anonymous	n/a	ClueBot NG	14	7	2022	10	2
fawiki	anonymous	n/a	Dexbot	26	5	2023	2	25
fawiki	anonymous	n/a	Dexbot	20	3	2022	9	8
enwiki	anonymous	n/a	ClueBot NG	34	9	2021	4	14
enwiki	registered	0-99	ClueBot NG	10	6	2021	12	25
eswiki	registered	0-99	SeroBOT	9	4	2020	11	18
frwiki	anonymous	n/a	Salebot	3	0	2021	2	4
enwiki	registered	0-99	ClueBot NG	19	9	2021	4	30
enwiki	registered	0-99	ClueBot NG	14	5	2021	6	7
enwiki	anonymous	n/a	ClueBot NG	48	16	2020	10	27
eswiki	anonymous	n/a	SeroBOT	63	30	2022	10	10
ruwiki	anonymous	n/a	Рейму Хакурей	11	5	2022	5	21
frwiki	anonymous	n/a	Salebot	3	1	2021	4	12
ruwiki	anonymous	n/a	Рейму Хакурей	4	3	2022	7	5
enwiki	registered	0-99	ClueBot NG	15	7	2021	5	29
fawiki	anonymous	n/a	Dexbot	22	5	2023	3	5
enwiki	registered	0-99	ClueBot NG	17	4	2021	2	17
enwiki	registered	0-99	ClueBot NG	16	5	2021	5	20
frwiki	anonymous	n/a	Salebot	1	0	2022	3	11
simplewiki	anonymous	n/a	ChenzwBot	1	0	2022	4	10
simplewiki	anonymous	n/a	ChenzwBot	5	1	2021	9	5
frwiki	registered	0-99	Salebot	1	1	2023	1	17
simplewiki	anonymous	n/a	ChenzwBot	4	3	2020	7	19
eswiki	registered	100-499	SeroBOT	1	0	2021	4	14
rowiki	anonymous	n/a	PatrocleBot	1	0	2022	6	12
eswiki	registered	0-99	SeroBOT	3	3	2021	7	18
frwiki	anonymous	n/a	Salebot	1	1	2023	4	30
simplewiki	anonymous	n/a	ChenzwBot	3	1	2023	3	20
frwiki	anonymous	n/a	Salebot	2	0	2022	7	26
simplewiki	anonymous	n/a	ChenzwBot	1	1	2022	9	27
eswiki	anonymous	n/a	SeroBOT	71	44	2021	12	16
eswiki	anonymous	n/a	SeroBOT	95	58	2021	1	15
eswiki	registered	0-99	SeroBOT	10	8	2021	9	6
enwiki	anonymous	n/a	ClueBot NG	30	6	2022	2	10
fawiki	anonymous	n/a	Dexbot	38	20	2023	2	23
fawiki	anonymous	n/a	Dexbot	24	10	2023	3	22
ruwiki	anonymous	n/a	Рейму Хакурей	7	2	2021	9	5
frwiki	registered	0-99	Salebot	1	1	2023	4	15
eswiki	registered	0-99	SeroBOT	3	2	2021	12	1
eswiki	registered	0-99	SeroBOT	6	2	2020	11	21
enwiki	registered	0-99	ClueBot NG	7	4	2022	10	8
frwiki	registered	0-99	Salebot	2	2	2023	6	10
frwiki	anonymous	n/a	Salebot	4	4	2022	9	26
ruwiki	registered	0-99	Рейму Хакурей	1	1	2021	8	15
simplewiki	registered	0-99	ChenzwBot	1	0	2023	3	15
ruwiki	anonymous	n/a	Рейму Хакурей	7	0	2022	8	4
enwiki	registered	0-99	ClueBot NG	12	7	2021	8	28
enwiki	registered	0-99	ClueBot NG	2	1	2022	7	26
rowiki	anonymous	n/a	PatrocleBot	2	0	2022	5	24
enwiki	registered	0-99	ClueBot NG	9	4	2021	7	30
eswiki	registered	0-99	SeroBOT	6	4	2020	11	24
eswiki	registered	0-99	SeroBOT	5	3	2022	5	27
frwiki	registered	500+	Salebot	1	1	2020	9	12
enwiki	anonymous	n/a	ClueBot NG	3	1	2022	8	23
enwiki	anonymous	n/a	ClueBot NG	7	2	2023	3	14
enwiki	anonymous	n/a	ClueBot NG	11	5	2022	11	15
eswiki	registered	0-99	SeroBOT	6	6	2023	1	4
enwiki	anonymous	n/a	ClueBot NG	6	4	2022	6	6
ruwiki	registered	0-99	Рейму Хакурей	3	2	2022	9	2
frwiki	anonymous	n/a	Salebot	2	2	2022	11	15
enwiki	anonymous	n/a	ClueBot NG	155	125	2022	1	31
fawiki	anonymous	n/a	Dexbot	29	11	2023	4	23
eswiki	anonymous	n/a	SeroBOT	93	66	2020	8	31
enwiki	anonymous	n/a	ClueBot NG	58	19	2020	12	11
enwiki	anonymous	n/a	ClueBot NG	3	1	2022	8	21
eswiki	anonymous	n/a	SeroBOT	115	59	2021	6	4
eswiki	anonymous	n/a	SeroBOT	93	50	2021	1	18
eswiki	anonymous	n/a	SeroBOT	48	33	2021	6	27
enwiki	anonymous	n/a	ClueBot NG	40	9	2020	10	22
fawiki	anonymous	n/a	Dexbot	45	16	2022	12	31
enwiki	registered	0-99	ClueBot NG	24	10	2021	4	28
fawiki	anonymous	n/a	Dexbot	46	10	2022	10	21
eswiki	anonymous	n/a	SeroBOT	67	37	2021	8	8
eswiki	anonymous	n/a	SeroBOT	73	40	2021	10	13
enwiki	anonymous	n/a	ClueBot NG	40	10	2020	7	28
enwiki	anonymous	n/a	ClueBot NG	18	5	2020	12	12
eswiki	anonymous	n/a	SeroBOT	38	16	2022	8	28
enwiki	registered	0-99	ClueBot NG	4	3	2022	3	12
enwiki	registered	0-99	ClueBot NG	10	3	2021	12	30
frwiki	anonymous	n/a	Salebot	2	2	2022	8	16
eswiki	registered	0-99	SeroBOT	4	2	2022	5	25
ruwiki	anonymous	n/a	Рейму Хакурей	7	2	2023	5	19
eswiki	registered	0-99	SeroBOT	5	1	2020	12	12
enwiki	anonymous	n/a	ClueBot NG	25	8	2022	1	20
eswiki	registered	0-99	SeroBOT	7	3	2021	7	14
enwiki	anonymous	n/a	ClueBot NG	6	2	2022	3	8
enwiki	registered	0-99	ClueBot NG	3	2	2023	3	29
frwiki	registered	0-99	Salebot	2	2	2022	5	30
simplewiki	anonymous	n/a	ChenzwBot	2	0	2021	2	5
bgwiki	registered	0-99	PSS 9	1	1	2021	4	25
frwiki	anonymous	n/a	Salebot	1	1	2021	10	13
frwiki	registered	0-99	Salebot	2	1	2021	11	3
simplewiki	anonymous	n/a	ChenzwBot	1	1	2022	8	30
frwiki	registered	0-99	Salebot	2	0	2021	1	5
frwiki	registered	0-99	Salebot	1	0	2021	1	6
frwiki	registered	0-99	Salebot	1	0	2020	9	10
ruwiki	anonymous	n/a	Рейму Хакурей	14	6	2022	5	8
enwiki	anonymous	n/a	ClueBot NG	65	16	2021	1	22
frwiki	anonymous	n/a	Salebot	3	2	2022	2	28
eswiki	anonymous	n/a	SeroBOT	53	31	2023	4	25
eswiki	registered	0-99	SeroBOT	4	3	2021	5	10
simplewiki	registered	0-99	ChenzwBot	1	1	2020	7	10
eswiki	anonymous	n/a	SeroBOT	74	39	2022	10	20
eswiki	anonymous	n/a	SeroBOT	42	25	2023	3	23
ruwiki	anonymous	n/a	Рейму Хакурей	8	1	2023	5	16
fawiki	anonymous	n/a	Dexbot	29	10	2023	4	20
enwiki	anonymous	n/a	ClueBot NG	28	11	2021	12	2
eswiki	registered	0-99	SeroBOT	2	1	2020	7	29
ruwiki	anonymous	n/a	Рейму Хакурей	9	3	2021	5	18
fawiki	anonymous	n/a	Dexbot	28	9	2023	3	7
enwiki	registered	0-99	ClueBot NG	12	6	2021	6	4
eswiki	registered	0-99	SeroBOT	10	7	2021	2	27
ruwiki	anonymous	n/a	Рейму Хакурей	11	7	2022	1	27
simplewiki	registered	0-99	ChenzwBot	1	1	2020	10	2
eswiki	anonymous	n/a	SeroBOT	66	39	2021	3	13
bgwiki	registered	0-99	PSS 9	1	1	2021	12	28
enwiki	anonymous	n/a	ClueBot NG	12	6	2022	10	31
frwiki	anonymous	n/a	Salebot	1	1	2020	9	2
enwiki	registered	0-99	ClueBot NG	6	4	2021	10	15
simplewiki	registered	0-99	ChenzwBot	1	1	2022	12	7
simplewiki	anonymous	n/a	ChenzwBot	2	2	2021	4	4
enwiki	anonymous	n/a	ClueBot NG	5	1	2023	3	23
eswiki	registered	0-99	SeroBOT	5	3	2020	11	1
frwiki	anonymous	n/a	Salebot	1	0	2020	12	18
ruwiki	anonymous	n/a	Рейму Хакурей	5	2	2021	8	10
simplewiki	anonymous	n/a	ChenzwBot	3	3	2021	4	23
frwiki	anonymous	n/a	Salebot	2	1	2022	2	7
eswiki	registered	0-99	SeroBOT	3	0	2021	7	19
simplewiki	anonymous	n/a	ChenzwBot	3	2	2022	12	7
eswiki	anonymous	n/a	SeroBOT	96	48	2020	9	23
eswiki	anonymous	n/a	SeroBOT	45	28	2022	10	15
eswiki	anonymous	n/a	SeroBOT	40	16	2023	6	1
enwiki	anonymous	n/a	ClueBot NG	37	14	2021	5	22
enwiki	anonymous	n/a	ClueBot NG	20	8	2021	7	14
enwiki	registered	0-99	ClueBot NG	23	12	2020	10	19
simplewiki	anonymous	n/a	ChenzwBot	3	3	2020	7	3
frwiki	anonymous	n/a	Salebot	2	1	2022	2	12
enwiki	anonymous	n/a	ClueBot NG	23	9	2022	2	28
enwiki	anonymous	n/a	ClueBot NG	15	2	2022	4	4
bgwiki	anonymous	n/a	PSS 9	2	1	2023	6	8
eswiki	registered	0-99	SeroBOT	12	9	2022	3	14
ruwiki	anonymous	n/a	Рейму Хакурей	10	3	2022	8	3
frwiki	anonymous	n/a	Salebot	1	0	2022	10	10
fawiki	anonymous	n/a	Dexbot	28	3	2022	10	30
frwiki	anonymous	n/a	Salebot	23	22	2020	8	6
eswiki	registered	0-99	SeroBOT	5	3	2022	8	15
eswiki	anonymous	n/a	SeroBOT	40	27	2021	12	12
frwiki	anonymous	n/a	Salebot	1	1	2023	6	1
frwiki	anonymous	n/a	Salebot	2	2	2023	6	3
ruwiki	anonymous	n/a	Рейму Хакурей	10	2	2021	3	31
enwiki	anonymous	n/a	ClueBot NG	6	2	2022	6	13
eswiki	registered	0-99	SeroBOT	6	4	2021	1	15
rowiki	anonymous	n/a	PatrocleBot	1	0	2022	6	18
frwiki	anonymous	n/a	Salebot	3	2	2022	3	4
simplewiki	anonymous	n/a	ChenzwBot	1	1	2021	4	2
bgwiki	registered	0-99	PSS 9	1	1	2020	7	25
ruwiki	registered	0-99	Рейму Хакурей	1	1	2020	7	6
frwiki	anonymous	n/a	Salebot	1	1	2022	8	4
simplewiki	anonymous	n/a	ChenzwBot	1	1	2020	8	24
frwiki	anonymous	n/a	Salebot	1	0	2023	4	1
frwiki	registered	0-99	Salebot	1	1	2022	1	26
eswiki	anonymous	n/a	SeroBOT	60	41	2022	3	27
ruwiki	anonymous	n/a	Рейму Хакурей	10	2	2022	11	27
ruwiki	anonymous	n/a	Рейму Хакурей	16	6	2023	4	27
enwiki	registered	0-99	ClueBot NG	17	10	2021	12	27
enwiki	anonymous	n/a	ClueBot NG	31	14	2021	6	12
eswiki	anonymous	n/a	SeroBOT	67	52	2022	7	1
ruwiki	anonymous	n/a	Рейму Хакурей	4	0	2020	7	16
eswiki	anonymous	n/a	SeroBOT	34	15	2022	1	1
enwiki	anonymous	n/a	ClueBot NG	42	23	2022	1	24
ruwiki	anonymous	n/a	Рейму Хакурей	8	3	2020	10	13
eswiki	registered	0-99	SeroBOT	6	5	2023	6	26
enwiki	anonymous	n/a	ClueBot NG	41	10	2020	9	23
enwiki	registered	0-99	ClueBot NG	2	0	2023	3	2
enwiki	anonymous	n/a	ClueBot NG	28	8	2021	1	25
enwiki	anonymous	n/a	ClueBot NG	6	3	2022	8	7
enwiki	registered	0-99	ClueBot NG	14	8	2021	10	24
eswiki	registered	0-99	SeroBOT	15	12	2020	11	29
enwiki	registered	0-99	ClueBot NG	19	13	2021	10	30
eswiki	registered	0-99	SeroBOT	4	1	2022	1	16
bgwiki	registered	0-99	PSS 9	2	2	2021	3	3
enwiki	registered	0-99	ClueBot NG	13	9	2020	10	12
ruwiki	anonymous	n/a	Рейму Хакурей	10	2	2023	3	3
eswiki	registered	0-99	SeroBOT	5	2	2022	9	8
eswiki	registered	0-99	SeroBOT	4	1	2022	5	17
frwiki	anonymous	n/a	Salebot	2	0	2022	1	5
ruwiki	registered	0-99	Рейму Хакурей	2	1	2023	6	29
eswiki	registered	100-499	SeroBOT	2	2	2022	11	10
enwiki	registered	0-99	ClueBot NG	3	2	2023	6	8
eswiki	registered	500+	SeroBOT	1	0	2021	1	25
ruwiki	anonymous	n/a	Рейму Хакурей	5	3	2021	10	24
frwiki	anonymous	n/a	Salebot	1	0	2022	2	20
